idx,nbest_size,top1_entity_recall,oracle_entity_recall,top1_hotword_only_cer,oracle_hotword_only_cer,top1_cer,oracle_cer,oracle_rank,oracle_beats_top1,top1_hit_rate,oracle_hit_rate
181,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
182,5.0,0.0,0.0,0.8,0.6,0.36363636363636365,0.2727272727272727,2.0,1.0,,
183,10.0,1.0,1.0,0.6666666666666666,0.6666666666666666,0.05555555555555555,0.05555555555555555,1.0,0.0,,
185,4.0,1.0,1.0,0.0,0.0,0.5454545454545454,0.18181818181818182,3.0,0.0,,
186,9.0,0.0,0.0,1.0,1.0,0.7692307692307693,0.6923076923076923,2.0,0.0,,
187,9.0,1.0,1.0,0.0,0.0,0.13333333333333333,0.13333333333333333,1.0,0.0,,
188,11.0,1.0,1.0,0.0,0.0,0.3333333333333333,0.1111111111111111,6.0,0.0,,
189,3.0,0.0,1.0,0.5,0.0,0.4,0.06666666666666667,3.0,1.0,,
190,7.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
191,4.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
192,4.0,0.0,1.0,0.4,0.0,0.3,0.0,2.0,1.0,,
193,10.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.3076923076923077,0.3076923076923077,1.0,0.0,,
194,14.0,0.5,0.5,0.4444444444444444,0.4444444444444444,0.21428571428571427,0.21428571428571427,1.0,0.0,,
195,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
196,19.0,0.0,0.0,1.0,1.0,1.3333333333333333,0.9166666666666666,18.0,0.0,,
197,16.0,1.0,1.0,0.0,0.0,0.2857142857142857,0.2857142857142857,1.0,0.0,,
198,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
199,7.0,0.0,1.0,0.0,0.0,0.5,0.0,4.0,1.0,,
200,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
201,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
202,12.0,0.0,0.0,0.2,0.2,0.18181818181818182,0.09090909090909091,9.0,0.0,,
203,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
204,14.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
205,6.0,1.0,1.0,0.0,0.0,0.06666666666666667,0.0,2.0,0.0,,
206,6.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
207,6.0,1.0,1.0,0.0,0.0,0.15,0.15,1.0,0.0,,
208,5.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
209,13.0,1.0,1.0,0.0,0.0,0.2727272727272727,0.2727272727272727,1.0,0.0,,
210,7.0,1.0,1.0,0.0,0.0,0.1,0.1,1.0,0.0,,
211,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
212,11.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
213,10.0,1.0,1.0,0.0,0.0,0.08333333333333333,0.0,2.0,0.0,,
214,6.0,1.0,1.0,0.0,0.0,0.037037037037037035,0.0,2.0,0.0,,
215,10.0,1.0,1.0,0.0,0.0,0.0625,0.0625,1.0,0.0,,
216,12.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.2,0.1,8.0,1.0,,
217,8.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
219,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
220,14.0,1.0,1.0,0.0,0.0,0.1111111111111111,0.1111111111111111,1.0,0.0,,
221,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
222,10.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
223,2.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,,
